name,age,height_cm,weight_kgs,positions,nationality,overall_rating,international_reputation,body_type,national_team,national_rating,freekick_accuracy,sprint_speed,shot_power,strength,penalties,preferred_foot,value_euro
H. Mita,28,172.72,63,"CM,CDM",Japan,63,1,Normal,,,62,66,63,55,60,Left,375000
N. Canavan,27,190.5,76.2,CB,Republic of Ireland,63,1,Normal,,,14,53,21,80,15,Left,375000
Wang Yun,35,175.26,74.8,"CM,CAM,CDM",China PR,63,1,Normal,,,75,58,61,58,71,Right,150000
L. Broxham,31,170.18,64.9,"LB,CDM,CB",Australia,63,1,Normal,,,49,48,64,82,61,Right,270000
G. Rea,24,182.88,73,"CDM,CB",Republic of Ireland,63,1,Normal,,,28,60,40,74,29,Right,450000
M. Grgic,27,152.4,62.1,"CM,CDM",Austria,63,1,Lean,,,24,66,58,60,22,Right,425000
Na Sang Ho,22,172.72,69.9,"ST,RW",Korea Republic,63,1,Normal,,,38,72,60,62,58,Right,525000
J. Willock,19,182.88,71.2,CM,England,63,1,Lean,,,46,74,58,62,47,Right,750000
J. Byrom,32,182.88,78,"CM,CDM",England,63,1,Normal,,,65,39,62,71,64,Left,325000
S. Tomita,32,170.18,64,"CM,CDM",Japan,63,1,Normal,,,31,50,41,54,41,Right,280000
A. Kanno,29,154.94,67.1,"CB,CDM,RB",Saudi Arabia,63,1,Lean,,,24,63,37,72,36,Right,325000
B. Badibanga,23,175.26,71.2,"LM,RM",Belgium,63,1,Normal,,,64,72,62,51,49,Right,500000
Sander Asevedo,35,187.96,79.8,GK,Brazil,63,1,Normal,,,16,48,9,76,18,Right,150000
H. Hallberg,21,154.94,71.2,CM,Sweden,63,1,Lean,,,41,65,67,68,48,Right,600000
D. Vržogić,29,154.94,68,"LB,LWB,LM",Germany,63,1,Normal,,,50,66,58,57,46,Left,290000
B. Tabla,19,175.26,69.9,"LM,RM,CAM",Canada,63,1,Normal,Canada,70,54,77,66,40,45,Right,800000
D. Gallagher,28,195.58,86.2,CB,Scotland,63,1,Lean,,,23,54,36,74,34,Right,350000
K. Nagato,24,172.72,71.2,LM,Japan,63,1,Normal,,,54,70,56,57,36,Left,500000
C. Rentería,23,175.26,69.9,"CM,CDM",Colombia,63,1,Normal,,,38,50,67,63,33,Right,500000
E. Hurtado,28,152.4,78.9,"ST,RM",United States,63,1,Stocky,,,42,89,68,71,64,Right,400000
J. Hammar,25,198.12,83.9,CB,Sweden,63,1,Lean,,,28,33,64,87,46,Right,425000
M. Gomes,30,154.94,74.8,"RB,RM",Switzerland,63,1,Lean,,,47,72,57,72,53,Right,280000
Kim Min Tae,25,187.96,78,"CB,CDM,CM",Korea Republic,63,1,Normal,,,34,74,43,81,41,Right,400000
J. Sellars,23,172.72,73,"LM,ST,RM,CAM",England,63,1,Lean,,,54,74,66,51,62,Left,525000
Y. Tokunaga,35,154.94,77.1,"CB,RB,LB",Japan,63,1,Normal,,,46,44,56,79,51,Right,110000
L. Alessandra,30,175.26,73,"ST,RM,LM,CAM",England,63,1,Normal,,,58,72,63,64,64,Right,375000
Pau Morer,23,172.72,68.9,"LM,CM",Spain,63,1,Normal,,,47,74,66,52,56,Right,575000
L. Kruspzky,26,170.18,71.2,LB,Argentina,63,1,Lean,,,38,78,31,67,44,Left,375000
J. Kramer,22,190.5,76.2,CB,Netherlands,63,1,Lean,,,34,66,59,74,46,Left,425000
Murilo Mendes,24,152.4,73,ST,Brazil,63,1,Normal,,,41,77,62,55,61,Right,525000
K. Froese,22,152.4,77.1,"CAM,CM,LM",Canada,63,1,Normal,,,35,67,62,60,43,Right,525000
A. Torralvo,25,170.18,64.9,"LB,LM",Colombia,63,1,Normal,,,27,77,28,35,37,Left,400000
F. Piasecki,23,185.42,77.1,"LM,RM,ST",Poland,63,1,Normal,,,31,74,55,78,62,Right,475000
C. McGeehan,23,154.94,71.2,"CM,CDM,CAM",Northern Ireland,63,1,Normal,,,52,66,61,70,64,Right,500000
J. Taylor,27,152.4,77.1,"CM,CDM",Wales,63,1,Lean,,,60,69,62,63,54,Right,400000
D. Da Costa,32,187.96,78.9,GK,Switzerland,63,1,Normal,,,15,38,23,49,23,Left,210000
João Tavares,20,175.26,69.9,"CM,CAM",Portugal,63,1,Normal,,,45,64,75,56,59,Right,600000
Woo Chan Yang,21,154.94,66.2,"LB,RB,LM",Korea Republic,63,1,Lean,,,28,71,29,58,35,Left,550000
A. Reca,23,187.96,81.2,"LB,LM",Poland,63,1,Lean,,,45,79,60,69,65,Left,425000
V. Bezecourt,25,170.18,68,"CAM,CM",France,63,1,Normal,,,65,67,65,61,60,Left,500000
Nuno Macedo,19,182.88,78,GK,Portugal,63,1,Normal,,,13,40,17,43,13,Right,425000
R. Hack,20,175.26,68.9,"LW,ST",Germany,63,1,Lean,,,49,69,66,45,54,Right,800000
A. Iacovitti,21,185.42,68,"CB,LB",Scotland,63,1,Normal,,,30,70,38,79,39,Left,425000
P. Malarczyk,27,187.96,79.8,CB,Poland,63,1,Normal,,,34,72,28,70,27,Right,350000
S. Mensiro,29,175.26,73.9,"CB,RWB",Ghana,63,1,Normal,,,32,76,52,68,34,Right,290000
L. Nilsen,24,154.94,72.1,"LM,LWB",Norway,63,1,Lean,,,42,85,64,62,40,Left,500000
M. Fujita,32,175.26,74.8,RB,Japan,63,1,Stocky,,,44,57,47,63,43,Right,200000
S. Kashket,23,175.26,66.2,"RW,ST,LW",England,63,1,Lean,,,29,86,62,46,57,Left,550000
N. Mousa,32,165.1,68,"LB,LM",Saudi Arabia,63,1,Lean,,,28,91,58,69,32,Left,240000
Álex Domínguez,20,187.96,79.8,GK,Spain,63,1,Lean,,,31,47,36,41,13,Right,650000
N. Zanellato,20,187.96,79.8,CM,Italy,63,1,Lean,,,64,57,61,53,59,Right,625000
Dani Cárdenas,21,185.42,79.8,GK,Spain,63,1,Lean,,,13,33,22,52,17,Right,450000
G. Mutombo,23,185.42,74.8,CB,France,63,1,Lean,,,38,48,37,80,37,Right,475000
B. Whitfield,23,165.1,62.1,"RM,CAM,LM",England,63,1,Lean,,,62,65,63,39,46,Right,500000
A. Hoole,25,152.4,74.8,RM,Australia,63,1,Normal,,,70,85,66,62,69,Right,450000
S. Beusnard,26,170.18,63,"RM,CAM",France,63,1,Lean,,,32,77,64,45,63,Left,425000
B. White,23,152.4,77.1,"ST,LW",United States,63,1,Normal,,,42,74,63,65,62,Right,525000
J. Buitrago,26,175.26,69.9,"CM,CDM",Colombia,63,1,Normal,,,38,57,51,56,36,Right,450000
K. Seki,32,152.4,76.2,GK,Japan,63,1,Normal,,,12,22,15,47,17,Right,210000
D. Melnjak,26,152.4,73,LB,Croatia,63,1,Normal,,,51,67,60,60,35,Left,375000
Rulo,23,167.64,78.9,LB,Spain,64,1,Normal,,,35,66,42,68,48,Left,525000
L. Crosta,21,190.5,78,GK,Italy,64,1,Normal,,,10,21,31,62,17,Right,700000
A. Langlitz,28,154.94,83.9,RB,Germany,64,1,Normal,,,21,71,27,70,32,Right,375000
O. Khan,22,175.26,71.2,"CAM,LM",England,64,1,Normal,,,62,76,62,55,60,Right,625000
C. Missilou,26,154.94,74.8,"CDM,CM",Congo,64,1,Stocky,,,39,66,44,71,47,Right,475000
C. Camps,23,154.94,74.8,"CM,CDM,CAM",Northern Ireland,64,1,Normal,,,72,71,72,68,47,Right,600000
O. Ayık,29,154.94,77.1,"RM,LM",Turkey,64,1,Normal,,,47,55,61,63,59,Right,450000
L. Cacace,18,182.88,72.1,"LWB,LB,CDM",New Zealand,64,1,Lean,,,48,78,45,66,41,Right,675000
V. Tranberg,22,190.5,76.2,CB,Denmark,64,1,Normal,,,25,62,36,76,30,Right,600000
S. Monaco,26,193.04,83,CB,Italy,64,1,Lean,,,42,54,55,69,40,Right,450000
T. Craig,33,185.42,78.9,"CB,LB",England,64,1,Normal,,,26,38,53,79,33,Left,180000
D. Parker,22,175.26,66.2,"LW,LM",Germany,64,1,Lean,,,43,79,65,49,56,Right,675000
M. Diakota,28,154.94,72.1,"CM,CDM",France,64,1,Lean,,,34,73,76,69,45,Right,475000
J. Murillo,27,170.18,68.9,LB,Colombia,64,1,Lean,,,49,83,59,58,41,Left,425000
H. Bwana,21,175.26,66.2,LM,Kenya,64,1,Lean,,,55,77,62,45,53,Right,875000
P. Bajza,27,195.58,88.9,GK,Slovakia,64,1,Normal,,,15,32,25,75,20,Right,375000
S. Odey,21,182.88,72.1,ST,Nigeria,64,1,Normal,,,32,90,62,62,64,Right,1000000
K. Tezuka,22,175.26,66.2,"CDM,CM",Japan,64,1,Lean,,,69,71,48,59,38,Left,500000
H. Lopes,27,190.5,78.9,"CB,RB",Argentina,64,1,Normal,,,27,36,44,81,35,Right,450000
K. Bielik,21,187.96,78,"CDM,CB",Poland,64,1,Lean,,,43,50,57,75,42,Right,900000
P. McGinn,28,182.88,78.9,"RB,RM,CB",Scotland,64,1,Normal,,,34,77,56,68,43,Right,375000
B. Gartland,32,187.96,84.8,CB,Republic of Ireland,64,1,Stocky,,,29,32,50,90,27,Right,300000
A. Özer,26,187.96,79.8,GK,Turkey,64,1,Normal,,,12,54,37,64,16,Right,400000
P. Cowan-Hall,28,172.72,73,"RW,LW,RM",England,64,1,Lean,,,33,85,62,60,59,Right,475000
A. Foosnæs,24,172.72,68.9,LB,Norway,64,1,Normal,,,31,75,59,44,35,Left,500000
M. Osei Kwadwo,23,170.18,68,"RM,LM",Ghana,64,1,Normal,,,45,79,53,49,53,Right,675000
Kikas,20,152.4,71.2,ST,Portugal,64,1,Lean,,,34,77,67,60,67,Right,725000
F. Coniglio,27,185.42,83.9,ST,Argentina,64,1,Stocky,,,34,60,58,86,45,Right,550000
J. Basulto,27,185.42,76.2,CB,Mexico,64,1,Normal,,,39,51,59,74,49,Right,475000
D. Oberhauser,28,185.42,82.1,GK,France,64,1,Normal,,,12,47,22,43,22,Right,375000
B. Hansen,25,187.96,74.8,CB,Denmark,64,1,Normal,,,21,68,41,74,32,Right,500000
A. Jakubech,22,187.96,82.1,GK,Slovakia,64,1,Normal,,,13,44,26,70,10,Right,600000
L. Zuta,26,154.94,74.8,"LB,CB",FYR Macedonia,64,1,Lean,,,43,79,67,62,43,Left,450000
S. Rafn,27,172.72,69.9,LB,Norway,64,1,Normal,,,47,77,57,56,36,Right,425000
A. Crofts,34,175.26,73,CM,Wales,64,1,Normal,,,52,48,74,71,65,Right,220000
M. Rasmussen,21,154.94,64.9,"LW,CM,RW",Norway,64,1,Lean,,,56,67,62,52,48,Left,700000
L. Zima,25,198.12,79.8,GK,Czech Republic,64,1,Normal,,,12,42,23,79,23,Right,400000
Kang Ji Hoon,22,152.4,64,RB,Korea Republic,64,1,Lean,,,37,79,55,51,31,Right,625000
K. Lankford,20,185.42,81.2,"RM,LM",Germany,64,1,Lean,,,44,77,62,65,50,Right,775000
S. Cummings,30,182.88,76.2,RB,Jamaica,64,1,Normal,,,43,70,53,67,51,Right,350000
Borja Fernández,23,152.4,71.2,"CM,CDM",Spain,64,1,Normal,,,33,35,44,70,39,Right,675000
Fan Xiaodong,32,152.4,73,"CM,LB",China PR,64,1,Lean,,,57,67,50,60,40,Left,375000
S. Rhein,20,175.26,74.8,CDM,Germany,64,1,Normal,,,38,64,45,63,41,Left,675000
M. Savković,26,175.26,67.1,LM,Serbia,64,1,Normal,,,37,71,61,43,57,Right,525000
M. Sepúlveda,19,152.4,73.9,"CM,CAM",Chile,64,1,Lean,,,61,76,47,62,60,Right,825000
T. Abe,31,170.18,73,"ST,CAM,LM,CM",Japan,64,1,Stocky,,,55,55,63,65,58,Left,425000
Diogo Silva,25,187.96,82.1,GK,Portugal,64,1,Normal,,,15,27,23,47,18,Right,400000
T. Oude Kotte,22,182.88,79.8,CB,Netherlands,64,1,Stocky,,,68,61,72,74,45,Left,525000
G. Ávalos,28,187.96,88,ST,Paraguay,64,1,Lean,,,29,68,59,70,47,Right,475000
J. Horsfield,23,154.94,73.9,"CDM,RB",England,64,1,Normal,,,47,64,49,66,58,Right,500000
A. Kellett,25,172.72,69.9,"CAM,LM,LWB,LB",England,64,1,Lean,,,54,80,48,54,39,Left,550000
F. Helstrup,25,187.96,82.1,CB,Denmark,64,1,Lean,,,25,68,38,75,41,Left,500000
S. Yesil,24,154.94,72.1,"ST,CF",Germany,64,1,Lean,,,42,72,57,58,62,Right,625000
M. Howard,32,182.88,76.2,GK,England,64,1,Normal,,,15,33,26,68,24,Right,270000
A. Castro-Montes,21,175.26,67.1,RB,Belgium,64,1,Lean,,,45,68,46,45,42,Right,575000
Ricardo Schutte,20,154.94,71.2,ST,Portugal,64,1,Lean,,,32,68,70,67,68,Right,700000
D. Guidi,23,152.4,74.8,CB,France,64,1,Normal,,,34,61,39,72,35,Right,575000
J. Candía,22,152.4,72.1,CB,Bolivia,64,1,Normal,,,23,61,39,69,37,Right,
F. Ayaz,24,154.94,73,"LM,RM,ST",Sweden,64,1,Normal,,,50,73,54,61,48,Right,625000
C. Pérez,33,154.94,73.9,CB,Colombia,64,1,Normal,,,38,48,59,72,40,Right,260000
T. Eastman,27,190.5,88,CB,England,64,1,Normal,,,37,42,45,81,44,Right,450000
A. MacDonald,28,170.18,72.1,"CM,RM,LM",Scotland,64,1,Stocky,,,59,68,66,80,60,Right,450000
N. Al Mousa,28,175.26,69.9,"CDM,CM,CAM",Saudi Arabia,64,1,Normal,,,57,69,53,71,37,Right,425000
C. McCormack,28,175.26,67.1,"CDM,CM",Republic of Ireland,64,1,Normal,,,55,63,61,58,60,Right,375000
Song Bum Keun,21,193.04,88,GK,Korea Republic,64,1,Normal,,,13,27,18,40,15,Right,600000
R. Becker,22,182.88,78.9,"RB,CB",Germany,64,1,Normal,,,42,73,53,69,49,Right,625000
A. Legzdins,32,190.5,89.8,GK,England,64,1,Normal,,,17,30,20,67,17,Right,270000
V. Sanogo,23,185.42,84.8,ST,France,64,1,Normal,,,31,75,63,84,63,Left,625000
J. Forte,32,182.88,77.1,ST,Barbados,64,1,Lean,,,36,77,65,72,64,Left,400000
D. Londoño,24,185.42,83,LB,Colombia,64,1,Lean,,,35,72,28,74,40,Left,525000
S. Vecchia,24,182.88,79.8,"RM,LM,RW",Sweden,64,1,Normal,,,37,74,62,64,41,Right,600000
O. Lancashire,30,185.42,74.8,CB,England,64,1,Normal,,,24,43,44,77,21,Right,350000
J. Beyer,18,187.96,79.8,"RB,CB",Germany,64,1,Lean,,,35,67,46,58,42,Right,825000
N. Rnić,34,152.4,73,CB,Serbia,64,1,Normal,,,32,45,63,74,46,Right,180000
C. Patterson-Sewell,31,190.5,87.1,GK,United States,64,1,Normal,,,14,38,23,81,14,Right,270000
D. Yearwood,19,175.26,63,CM,England,64,1,Normal,,,43,73,64,74,47,Right,925000
M. Greve,24,187.96,77.1,"RM,CM,LM",Denmark,64,1,Lean,,,58,74,55,65,54,Right,600000
J. Guillemenot,21,182.88,74.8,"ST,RM",Switzerland,64,1,Normal,,,54,72,57,68,66,Right,675000
M. Sans,30,190.5,86.2,CB,France,64,1,Normal,,,42,39,45,70,26,Right,325000
K. Behrens,28,182.88,79.8,"ST,RM",Germany,64,1,Stocky,,,33,67,72,76,65,Right,475000
J. Laurent,23,187.96,74.8,"CM,CAM",England,64,1,Lean,,,45,74,62,74,51,Right,575000
F. Downes,20,172.72,69.9,CM,England,64,1,Lean,,,55,67,54,63,48,Right,950000
D. Crnigoj,23,185.42,69.9,"RW,RM,CM",Slovenia,64,1,Normal,FC Lugano,66,55,71,63,75,34,Right,700000
A. Razak,26,182.88,79.8,"CM,CAM,CDM",Ivory Coast,64,1,Lean,,,65,73,41,69,59,Left,550000
J. Riquett,28,182.88,79.8,CB,Colombia,64,1,Normal,,,27,58,36,75,31,Right,425000
J. Al Bishi,31,152.4,73.9,"CB,RB",Saudi Arabia,64,1,Lean,,,21,55,32,73,61,Right,300000
M. Boman,30,187.96,92.1,ST,Sweden,64,1,Stocky,,,30,59,64,87,59,Right,450000
B. Reeves,27,172.72,67.1,"CAM,RM,CM",Northern Ireland,64,1,Lean,,,45,72,58,60,61,Left,475000
A. Uribe,28,154.94,79.8,ST,Venezuela,64,1,Stocky,,,34,75,66,68,64,Right,475000
L. Riveros,20,152.4,73,ST,Paraguay,64,1,Normal,,,36,71,65,70,50,Right,675000
S. Mai,25,195.58,93,"CB,ST,CM",Germany,64,1,Stocky,,,24,34,50,92,23,Right,500000
S. Kobayashi,27,175.26,71.2,"RM,RB",Japan,64,1,Normal,,,50,68,58,64,45,Right,475000
B. Kamau,23,175.26,67.1,RM,Australia,64,1,Lean,,,36,88,61,45,52,Right,600000
T. Kortegaard,34,152.4,73.9,LB,Denmark,64,1,Normal,,,60,59,64,60,47,Left,170000
Cho Ji Hun,28,190.5,79.8,"CM,CDM",Korea Republic,64,1,Lean,,,66,63,67,71,66,Right,450000
G. Ivanov,30,152.4,69.9,"CAM,CF,ST,RM",Bulgaria,64,1,Normal,,,61,65,67,58,65,Right,
B. Pintol,28,187.96,83.9,"ST,CAM",Bosnia Herzegovina,64,1,Normal,,,60,73,69,77,67,Right,475000
J. O'Toole,30,187.96,82.1,"CAM,CM,CF",Republic of Ireland,64,1,Normal,,,51,57,62,73,58,Right,450000
S. Haudum,24,187.96,81.2,"CDM,CM",Austria,64,1,Normal,,,41,65,65,76,46,Right,475000
R. Williams,24,154.94,77.1,ST,Jamaica,64,1,Normal,,,27,79,73,66,59,Right,625000
J. Carbonero,19,170.18,74.8,"LM,RM",Colombia,64,1,Normal,,,33,83,60,59,56,Right,925000
F. Portillo,31,152.4,74.8,"CM,CDM,CB",Paraguay,64,1,Normal,,,32,55,42,74,40,Right,425000
J. Roberts,25,154.94,71.2,"ST,LW",England,64,1,Lean,,,65,79,61,66,52,Left,625000
Moi Delgado,24,172.72,59.9,LB,Spain,64,1,Normal,,,48,71,59,49,36,Left,525000
M. Duke,28,185.42,83.9,"LM,ST,RM",Australia,64,1,Normal,,,51,79,76,80,60,Right,475000
G. Klok,28,175.26,78,"RB,LB",Netherlands,64,1,Normal,,,41,66,38,74,48,Right,375000
N. Pierini,20,175.26,69.9,LW,Italy,64,1,Normal,,,64,74,54,48,62,Right,975000
F. Dimarco,21,175.26,74.8,"LB,LM,LWB",Italy,64,1,Normal,,,68,68,33,58,66,Left,675000
B. Magaña,25,185.42,87.1,GK,United States,64,1,Normal,,,19,55,19,68,22,Right,400000
Hwang Soon Min,28,152.4,68.9,CM,Korea Republic,64,1,Lean,,,64,79,59,58,57,Left,475000
D. Eckert,22,182.88,78.9,ST,Germany,64,1,Normal,,,50,48,62,77,59,Right,775000
C. Pym,23,182.88,69.9,GK,England,64,1,Normal,,,33,48,23,44,23,Right,425000
O. Abildgaard,22,193.04,66.2,CM,Denmark,64,1,Lean,,,39,64,74,80,45,Left,675000
R. Kongolo,21,187.96,78,"CDM,CM",Netherlands,64,1,Lean,,,43,72,60,78,31,Right,675000
J. Bolton,24,154.94,74.8,RB,England,64,1,Normal,,,23,80,51,67,36,Right,500000
R. Cota,23,154.94,69.9,"LM,LB",Mexico,64,1,Lean,,,42,70,67,59,62,Left,625000
I. Coulibaly,29,182.88,68,"CM,CDM",France,64,1,Lean,,,37,64,56,72,44,Right,450000
K. Morris,24,152.4,71.2,"RM,LM",England,64,1,Normal,,,50,79,70,68,53,Left,600000
R. Müller,32,187.96,82.1,CB,Germany,64,1,Normal,,,43,63,63,80,68,Right,300000
H. Cochrane,17,152.4,62.1,"CM,CDM,CAM",Scotland,64,1,Lean,,,45,65,66,40,55,Right,875000
T. Handwerker,20,182.88,81.2,"LM,LB",Germany,64,1,Lean,,,34,74,40,62,38,Left,725000
Adri Castellano,24,154.94,73,LB,Spain,64,1,Lean,,,39,66,49,54,44,Left,525000
E. Valencia,22,175.26,73,"LM,CAM,RM",Colombia,64,1,Lean,,,61,79,50,58,43,Left,725000
L. Andrenacci,24,187.96,77.1,GK,Italy,64,1,Normal,,,18,46,18,57,20,Right,425000
Ahn Yong Woo,27,152.4,68.9,"RW,RM",Korea Republic,64,1,Lean,,,52,73,60,57,49,Left,475000
R. König,35,190.5,93,ST,Germany,64,1,Stocky,,,43,30,70,92,60,Left,210000
D. Wayar,25,170.18,66.2,"CDM,CM",Bolivia,64,1,Lean,,,40,64,49,40,41,Right,
J. Thomasen,22,152.4,67.1,CM,Denmark,64,1,Lean,,,49,62,65,51,57,Right,725000
A. Al Fahad,24,175.26,73,"CB,RB",Saudi Arabia,64,1,Normal,,,33,70,53,80,61,Right,475000
Cho Dong Gun,32,154.94,74.8,ST,Korea Republic,64,1,Normal,,,37,78,63,70,66,Right,350000
Tong Le,25,175.26,66.2,CM,China PR,64,1,Lean,,,31,71,56,48,57,Right,550000
N. Gouriye,28,175.26,79.8,"RM,LM",Netherlands,64,1,Stocky,,,58,71,62,65,55,Right,475000
D. Undav,22,152.4,86.2,ST,Germany,64,1,Stocky,,,49,62,69,78,29,Right,650000
M. Palionis,31,193.04,89.8,CB,Lithuania,64,1,Normal,,,31,30,44,92,27,Right,300000
D. Avounou,21,152.4,71.2,"CM,CDM",Congo,64,1,Lean,,,41,66,68,70,52,Left,850000
M. Marcjanik,24,185.42,83,CB,Poland,64,1,Normal,,,31,61,61,75,45,Right,575000
S. Karadeniz,22,152.4,68.9,"RB,RM",Turkey,64,1,Normal,,,38,67,73,61,46,Right,625000
S. Henriksen,27,185.42,78.9,CB,Denmark,64,1,Lean,,,25,61,59,74,30,Right,400000
T. Vion,25,185.42,81.2,"RM,RB,ST",France,64,1,Normal,,,55,68,69,70,65,Right,550000
H. Amin,27,175.26,68.9,LB,Afghanistan,64,1,Lean,,,40,78,39,46,41,Left,425000
S. Lorenz,21,187.96,83.9,CB,Germany,64,1,Normal,,,28,73,49,73,27,Right,575000
J. Varela,21,190.5,79.8,CB,Argentina,64,1,Stocky,,,28,62,49,74,40,Right,650000
B. Jacobsen,25,190.5,84.8,CM,Denmark,64,1,Normal,,,40,63,62,77,42,Right,575000
Kim Nam Chun,29,182.88,78,"CB,LB",Korea Republic,64,1,Normal,,,22,33,37,77,34,Right,400000
V. Davidsen,27,152.4,72.1,"LWB,LB,LM",Faroe Islands,64,1,Normal,,,26,75,52,58,39,Left,425000
M. Hoedemakers,21,154.94,69.9,"CM,CDM",Netherlands,64,1,Lean,,,45,62,56,48,45,Right,775000
H. Onaga,24,170.18,64.9,LM,Japan,64,1,Lean,,,55,72,51,45,57,Right,600000
Miguel,19,154.94,77.1,"ST,RW",Spain,64,1,Lean,,,39,71,61,61,63,Right,950000
K. Baccus,20,175.26,63,"CDM,CM",Australia,64,1,Lean,,,30,73,54,52,42,Right,575000
Álex Craninx,23,193.04,78,GK,Belgium,64,1,Lean,,,30,38,38,66,26,Right,500000
M. Verreth,21,154.94,73.9,"RW,LW",Belgium,64,1,Normal,,,53,77,66,66,58,Right,725000
A. Muric,20,198.12,81.2,GK,Kosovo,64,1,Normal,,,11,46,21,68,18,Right,800000
N. Castrillón,23,154.94,69.9,RB,Colombia,64,1,Normal,,,32,69,29,67,31,Right,575000
Kim Dong Woo,31,187.96,87.1,CB,Korea Republic,64,1,Normal,,,33,64,40,75,31,Right,325000
J. Nilsen,27,152.4,73,"CM,LB",Norway,64,1,Normal,,,63,65,70,69,45,Left,500000
K. Debaty,29,187.96,79.8,GK,Belgium,64,1,Stocky,,,9,41,53,72,40,Right,350000
A. Accardi,23,154.94,74.8,"CB,RB",Italy,64,1,Normal,,,25,80,58,66,40,Right,575000
Jin YangYang,26,185.42,69.9,CB,China PR,64,1,Lean,,,29,60,37,78,38,Right,500000
B. Karamoko,23,195.58,89.8,CB,Ivory Coast,64,1,Normal,,,35,48,47,92,41,Right,550000
O. Kocuk,23,187.96,78,GK,Turkey,64,1,Normal,,,13,36,20,55,23,Right,525000
B. Ndoye,24,187.96,79.8,"CB,CM,CDM",Senegal,64,1,Stocky,,,35,67,65,81,44,Right,500000
A. Cadavid,27,154.94,73.9,GK,Colombia,64,1,Lean,,,12,49,34,53,21,Right,400000
J. Davidson,27,154.94,72.1,LB,Australia,64,1,Normal,,,40,64,51,63,44,Left,425000
L. Ferroni,23,170.18,68,LB,Argentina,64,1,Normal,,,33,72,34,48,44,Left,575000
C. Hamilton,23,185.42,73.9,"RWB,LM,ST",England,64,1,Lean,,,34,91,72,66,52,Left,575000
R. Riski,29,175.26,68,"RW,LW",Finland,64,1,Lean,,,56,77,66,55,66,Right,450000
A. Wiss,28,154.94,67.1,"CB,CDM,CM",Switzerland,64,1,Lean,,,43,64,63,67,55,Right,450000
N. Atkinson,19,154.94,72.1,"RB,RM",Australia,64,1,Normal,,,38,80,44,74,51,Right,750000
F. Grahl,27,182.88,74.8,"CM,CDM,LM",Argentina,64,1,Normal,,,63,66,62,66,60,Left,525000
A. Danladi,23,152.4,77.1,"ST,RM",Ghana,64,1,Normal,,,41,78,74,62,59,Right,675000
Diga,20,172.72,68.9,RB,Portugal,64,1,Normal,,,26,71,64,51,31,Right,600000
M. Ali,21,185.42,74.8,"CDM,CM",Saudi Arabia,64,1,Lean,,,61,64,61,59,47,Right,600000
D. Luxbacher,26,175.26,71.2,"CAM,CM,LM,RM",Austria,64,1,Normal,,,60,76,60,59,52,Right,550000
L. Kinsella,23,175.26,74.8,CM,Republic of Ireland,64,1,Lean,,,45,77,61,65,52,Right,625000
P. Golubović,24,152.4,72.1,"RB,CB",Serbia,64,1,Normal,,,31,65,24,78,37,Right,500000
E. Mastrolía,27,182.88,81.2,GK,Argentina,64,1,Normal,,,16,46,25,56,25,Left,400000
M. Crooks,25,193.04,72.1,CM,England,64,1,Normal,,,42,66,57,82,36,Right,575000
Borja Garcés,19,175.26,71.2,ST,Spain,64,1,Normal,,,38,67,72,51,63,Right,950000
R. Takeuchi,28,172.72,66.2,"CM,CDM",Japan,64,1,Normal,,,50,66,65,70,49,Right,475000
A. Al Dohaim,25,182.88,74.8,"CB,RB",Saudi Arabia,64,1,Normal,,,35,68,38,76,41,Right,500000
R. González,25,175.26,73.9,"CM,CDM",Mexico,64,1,Normal,,,44,66,59,61,46,Right,575000
M. Musaka,28,175.26,66.2,CM,Japan,64,1,Lean,,,66,67,63,67,46,Right,475000
João Lopes,23,187.96,82.1,GK,Brazil,64,1,Normal,,,15,29,9,71,12,Right,450000
Z. Udovičić,31,185.42,72.1,"LM,LB",Serbia,64,1,Lean,,,31,80,54,63,39,Right,425000
C. Saldaña,19,175.26,69.9,LB,Chile,64,1,Normal,,,43,67,45,70,40,Left,700000
D. van Crooij,27,185.42,74.8,GK,Netherlands,64,1,Normal,,,13,16,19,43,11,Right,375000
Y. Kawai,29,165.1,59,"CM,CDM",Japan,64,1,Normal,,,56,64,53,50,52,Right,450000
A. Peralta,30,175.26,74.8,"RM,CM,RB",Argentina,64,1,Normal,,,32,68,51,68,50,Right,450000
Han Yong Su,28,182.88,79.8,CB,Korea Republic,64,1,Normal,,,28,35,32,74,37,Right,425000
T. Bayliss,19,182.88,78,"CM,CDM,RM",England,64,1,Lean,,,35,66,52,63,44,Right,950000
O. Çelik,27,182.88,78.9,"CDM,CM",Turkey,64,1,Normal,,,31,54,70,73,41,Right,450000
M. Derrien,25,182.88,79.8,CB,France,64,1,Normal,,,33,60,47,70,48,Right,550000
N. Ajose,27,172.72,78,ST,England,64,1,Normal,,,56,73,69,59,64,Right,500000
João Mendes,24,182.88,76.2,"CM,CAM",Portugal,64,1,Normal,,,37,70,60,70,52,Right,600000
M. Ortíz,24,162.56,64,RW,Argentina,64,1,Stocky,,,51,80,65,36,60,Right,625000
G. Berterame,20,152.4,72.1,"RM,ST",Argentina,64,1,Normal,,,36,77,59,76,57,Right,975000
J. Bellegarde,20,170.18,66.2,"CDM,CM,RM",France,64,1,Normal,,,38,68,58,50,35,Right,775000
